Region,Rank,Tier,Fit /100,Business,Category,Segment,Locality,City,Phone,Rating,Reviews,Package,List price,Deal value (₹),Best call window (IST),Pitch angle,Intent,Volume,Rating pts,Reach,Maps URL
Mira Road-Vasai-Virar,89,B,84,Shivanshi. Classes,Coaching centre,Education & Training,Bhau Nagar Virar,Virar,080871 90276,5,110,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,20,10,https://www.google.com/maps/search/?api=1&query=Shivanshi.%20Classes%20Bhau%20Nagar%20Virar
Mira Road-Vasai-Virar,90,B,84,Dr. Anuja's Advanced Physiotherapy Clinic,Physiotherapy centre,Health & Wellness,Virar,Virar,099755 59145,4.9,79,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,19,19,10,https://www.google.com/maps/search/?api=1&query=Dr.%20Anuja%27s%20Advanced%20Physiotherapy%20Clinic%20Virar
Mira Road-Vasai-Virar,91,B,84,ARK EVENT & PARTY PLANNER,Event management company,Food & Events,Yashwant Gaurav Nalasopara,Nalasopara,092258 07866,4.8,66,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,18,17,10,https://www.google.com/maps/search/?api=1&query=ARK%20EVENT%20%26%20PARTY%20PLANNER%20Yashwant%20Gaurav%20Nalasopara
Mira Road-Vasai-Virar,92,B,84,Tender care clinic - Physiotherapist in Mira Road,Physiotherapy centre,Health & Wellness,Gokul Village Mira Road,Mira Road / Bhayandar,084249 49777,5,61,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,20,10,https://www.google.com/maps/search/?api=1&query=Tender%20care%20clinic%20-%20Physiotherapist%20in%20Mira%20Road%20Gokul%20Village%20Mira%20Road
Mira Road-Vasai-Virar,93,B,84,Saroj Dental Nalasopara,Dental clinic,Health & Wellness,Gala Nagar Nalasopara,Nalasopara,099605 99869,5,56,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,20,10,https://www.google.com/maps/search/?api=1&query=Saroj%20Dental%20Nalasopara%20Gala%20Nagar%20Nalasopara
Mira Road-Vasai-Virar,94,B,84,Pranay Pandya & Associates,Chartered accountant,Professional Services,Nalasopara,Nalasopara,099755 99829,4.9,32,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,15,19,10,https://www.google.com/maps/search/?api=1&query=Pranay%20Pandya%20%26%20Associates%20Nalasopara
Mira Road-Vasai-Virar,95,B,84,CA Navneet A Upadhyay & Associates,Chartered accountant,Professional Services,Cinemax Road Mira Road,Mira Road / Bhayandar,086558 23122,5,26,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=CA%20Navneet%20A%20Upadhyay%20%26%20Associates%20Cinemax%20Road%20Mira%20Road
Mira Road-Vasai-Virar,96,B,84,Pirani & Associates Chartered Accountants,Chartered accountant,Professional Services,Sainagar Vasai,Vasai,072498 84441,5,25,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=Pirani%20%26%20Associates%20Chartered%20Accountants%20Sainagar%20Vasai
Mira Road-Vasai-Virar,97,B,84,CA Hans P. Jain & Company (Chartered Accountants),Chartered accountant,Professional Services,Navghar Road Bhayandar,Mira Road / Bhayandar,090296 85460,5,23,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=CA%20Hans%20P.%20Jain%20%26%20Company%20%28Chartered%20Accountants%29%20Navghar%20Road%20Bhayandar
Mira Road-Vasai-Virar,98,B,83,Sai Jyot Pest Control Service Nalasopara,Pest control service,Retail & Services,Station Road Nalasopara,Nalasopara,090296 66125,4.6,435,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,26,15,10,https://www.google.com/maps/search/?api=1&query=Sai%20Jyot%20Pest%20Control%20Service%20Nalasopara%20Station%20Road%20Nalasopara
Mira Road-Vasai-Virar,99,B,83,A P Diagnostic and Health Care Centre,Diagnostic centre,Health & Wellness,Patel Plaza Mira Road,Mira Road / Bhayandar,093216 34881,4.5,213,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (after morning collection rush),"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,23,13,10,https://www.google.com/maps/search/?api=1&query=A%20P%20Diagnostic%20and%20Health%20Care%20Centre%20Patel%20Plaza%20Mira%20Road
Mira Road-Vasai-Virar,100,B,83,Dhara Driving School,Driving school,Education & Training,Vasai,Vasai,093228 17053,4.7,190,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,23,16,10,https://www.google.com/maps/search/?api=1&query=Dhara%20Driving%20School%20Vasai
Mira Road-Vasai-Virar,101,B,83,Evershine Motor Training School,Driving school,Education & Training,Vasai,Vasai,093255 06171,4.8,145,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,17,10,https://www.google.com/maps/search/?api=1&query=Evershine%20Motor%20Training%20School%20Vasai
Mira Road-Vasai-Virar,102,B,83,Sai Mintu Motor Training School,Driving school,Education & Training,Kanakia Road Mira Road,Mira Road / Bhayandar,089761 05632,4.8,136,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,21,17,10,https://www.google.com/maps/search/?api=1&query=Sai%20Mintu%20Motor%20Training%20School%20Kanakia%20Road%20Mira%20Road
Mira Road-Vasai-Virar,103,B,83,Omkar tour & travels,Travel agency,Retail & Services,Vasai,Vasai,081696 70132,5,133,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,21,20,10,https://www.google.com/maps/search/?api=1&query=Omkar%20tour%20%26%20travels%20Vasai
Mira Road-Vasai-Virar,104,B,83,Gurukul Premium Academy,Coaching centre,Education & Training,Raut Arcade Virar,Virar,077700 44299,4.9,108,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,19,10,https://www.google.com/maps/search/?api=1&query=Gurukul%20Premium%20Academy%20Raut%20Arcade%20Virar
Mira Road-Vasai-Virar,105,B,83,JAI SHREE LAXMINARAYAN,Caterer,Food & Events,Virar East,Virar,093223 74480,4.9,105,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,20,19,10,https://www.google.com/maps/search/?api=1&query=JAI%20SHREE%20LAXMINARAYAN%20Virar%20East
Mira Road-Vasai-Virar,106,B,83,BFITNESS PHYSIOTHERAPY CLINIC,Physiotherapy centre,Health & Wellness,Nalasopara West,Nalasopara,086687 40147,4.8,98,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,20,17,10,https://www.google.com/maps/search/?api=1&query=BFITNESS%20PHYSIOTHERAPY%20CLINIC%20Nalasopara%20West
Mira Road-Vasai-Virar,107,B,83,Sai Classes,Coaching centre,Education & Training,Swaminarayan Road Mira Road,Mira Road / Bhayandar,099306 62911,5,82,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,20,10,https://www.google.com/maps/search/?api=1&query=Sai%20Classes%20Swaminarayan%20Road%20Mira%20Road
Mira Road-Vasai-Virar,108,B,83,Dr Samruddhi's Wellness Clinic,Physiotherapy centre,Health & Wellness,Virar,Virar,088053 49954,4.9,74,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,19,19,10,https://www.google.com/maps/search/?api=1&query=Dr%20Samruddhi%27s%20Wellness%20Clinic%20Virar
Mira Road-Vasai-Virar,109,B,83,Amrita physiotherapy clinic Dr Vivek singh,Physiotherapy centre,Health & Wellness,Nalasopara East,Nalasopara,077090 40755,4.9,66,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=Amrita%20physiotherapy%20clinic%20Dr%20Vivek%20singh%20Nalasopara%20East
Mira Road-Vasai-Virar,110,B,83,Amit consultancy services,Tax consultant,Professional Services,Ghodbunder Road Mira Road,Mira Road / Bhayandar,086554 72177,4.9,45,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,17,19,10,https://www.google.com/maps/search/?api=1&query=Amit%20consultancy%20services%20Ghodbunder%20Road%20Mira%20Road
Mira Road-Vasai-Virar,111,B,83,KH tax consultancy services,Tax consultant,Professional Services,Mira Road,Mira Road / Bhayandar,099309 33663,4.9,43,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,16,19,10,https://www.google.com/maps/search/?api=1&query=KH%20tax%20consultancy%20services%20Mira%20Road
Mira Road-Vasai-Virar,112,B,83,JAIN P K & ASSOCIATES (CHARTERED ACCOUNTANTS),Certified public accountant,Professional Services,Mira Road East,Mira Road / Bhayandar,076666 94800,4.8,39,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,16,17,10,https://www.google.com/maps/search/?api=1&query=JAIN%20P%20K%20%26%20ASSOCIATES%20%28CHARTERED%20ACCOUNTANTS%29%20Mira%20Road%20East
Mira Road-Vasai-Virar,113,B,83,CA. Jignesh Jain & Associates Chartered Accountants - Residence,Certified public accountant,Professional Services,Yashwant Nagar Virar,Virar,098901 84696,4.9,25,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,19,10,https://www.google.com/maps/search/?api=1&query=CA.%20Jignesh%20Jain%20%26%20Associates%20Chartered%20Accountants%20-%20Residence%20Yashwant%20Nagar%20Virar
Mira Road-Vasai-Virar,114,B,82,Umiya Physiotherapy Clinic,Physiotherapy centre,Health & Wellness,Golden Nest Bhayandar,Mira Road / Bhayandar,— none listed,4.9,542,Custom,"₹1,20,000+",120000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,27,19,0,https://www.google.com/maps/search/?api=1&query=Umiya%20Physiotherapy%20Clinic%20Golden%20Nest%20Bhayandar
Mira Road-Vasai-Virar,115,B,82,Aman Motor Training School,Driving school,Education & Training,Shanti Shopping Centre Mira Road,Mira Road / Bhayandar,081047 29173,4.4,398,Custom,"₹1,20,000+",120000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,26,12,10,https://www.google.com/maps/search/?api=1&query=Aman%20Motor%20Training%20School%20Shanti%20Shopping%20Centre%20Mira%20Road
Mira Road-Vasai-Virar,116,B,82,Lilavati diagnostic centre,Diagnostic centre,Health & Wellness,Station Road Nalasopara,Nalasopara,070584 99544,4.3,305,Custom,"₹1,20,000+",120000,Tue-Thu 11:00-13:00 / 15:00-17:00 (after morning collection rush),"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,25,11,10,https://www.google.com/maps/search/?api=1&query=Lilavati%20diagnostic%20centre%20Station%20Road%20Nalasopara
Mira Road-Vasai-Virar,117,B,82,VISION WORLD TRAVEL,Travel agency,Retail & Services,100 Feet Road Vasai,Vasai,099705 28980,4.8,182,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,23,17,10,https://www.google.com/maps/search/?api=1&query=VISION%20WORLD%20TRAVEL%20100%20Feet%20Road%20Vasai
Mira Road-Vasai-Virar,118,B,82,Diplomatic Classes - 5TH TO 12TH STD,Coaching centre,Education & Training,Nalasopara-Vasai Link Road,Vasai,089833 30014,4.7,149,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,16,10,https://www.google.com/maps/search/?api=1&query=Diplomatic%20Classes%20-%205TH%20TO%2012TH%20STD%20Nalasopara-Vasai%20Link%20Road
Mira Road-Vasai-Virar,119,B,82,Burhanuddin travels Vasai,Travel agency,Retail & Services,Vasai,Vasai,090045 65253,4.9,144,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,22,19,10,https://www.google.com/maps/search/?api=1&query=Burhanuddin%20travels%20Vasai%20Vasai
Mira Road-Vasai-Virar,120,B,82,Sunita Travels,Travel agency,Retail & Services,Mira Road,Mira Road / Bhayandar,090760 22186,4.9,141,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,22,19,10,https://www.google.com/maps/search/?api=1&query=Sunita%20Travels%20Mira%20Road
Mira Road-Vasai-Virar,121,B,82,Zeenat Caterers,Caterer,Food & Events,Virar East,Virar,086980 16786,4.8,129,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,21,17,10,https://www.google.com/maps/search/?api=1&query=Zeenat%20Caterers%20Virar%20East
Mira Road-Vasai-Virar,122,B,82,INSPIRE DANCE & FITNESS ACADEMY,Dance school,Education & Training,Mira Road,Mira Road / Bhayandar,076780 91491,4.9,128,Growth,"₹45,000",45000,Tue-Thu 12:00-16:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",32,21,19,10,https://www.google.com/maps/search/?api=1&query=INSPIRE%20DANCE%20%26%20FITNESS%20ACADEMY%20Mira%20Road
Mira Road-Vasai-Virar,123,B,82,Sharada Dental Arcade,Dental clinic,Health & Wellness,Vasai,Vasai,088066 75838,4.6,127,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,21,15,10,https://www.google.com/maps/search/?api=1&query=Sharada%20Dental%20Arcade%20Vasai
Mira Road-Vasai-Virar,124,B,82,Sadguru Reality,Real estate agency,Retail & Services,Yashwant Viva Vasai,Vasai,099875 79636,4.7,91,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,20,16,10,https://www.google.com/maps/search/?api=1&query=Sadguru%20Reality%20Yashwant%20Viva%20Vasai
Mira Road-Vasai-Virar,125,B,82,KHANA KHAZANA CATERS,Caterer,Food & Events,Achole Nalasopara,Nalasopara,098921 55552,4.9,86,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,19,19,10,https://www.google.com/maps/search/?api=1&query=KHANA%20KHAZANA%20CATERS%20Achole%20Nalasopara
Mira Road-Vasai-Virar,126,B,82,VIJAY CLASSES,Coaching centre,Education & Training,Vasai East,Vasai,084468 18026,4.9,80,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,19,10,https://www.google.com/maps/search/?api=1&query=VIJAY%20CLASSES%20Vasai%20East
Mira Road-Vasai-Virar,127,B,82,SRK PHYSIO & PAIN CLINIC Vasant Nagari Branch,Physiotherapy centre,Health & Wellness,Vasant Nagari Vasai,Vasai,088068 90671,4.9,58,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=SRK%20PHYSIO%20%26%20PAIN%20CLINIC%20Vasant%20Nagari%20Branch%20Vasant%20Nagari%20Vasai
Mira Road-Vasai-Virar,128,B,82,Dr Swati Physio Clinic,Physiotherapy centre,Health & Wellness,Agarwal Township Vasai,Vasai,093220 86141,4.9,55,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,19,10,https://www.google.com/maps/search/?api=1&query=Dr%20Swati%20Physio%20Clinic%20Agarwal%20Township%20Vasai
Mira Road-Vasai-Virar,129,B,82,Treehouse Learn & Play Preschool in Virar East,Preschool,Education & Training,Virar East,Virar,098672 34737,4.9,49,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,17,19,10,https://www.google.com/maps/search/?api=1&query=Treehouse%20Learn%20%26%20Play%20Preschool%20in%20Virar%20East%20Virar%20East
Mira Road-Vasai-Virar,130,B,82,Rachana Caterer & Decorater,Event planner,Food & Events,Phoolpada Virar,Virar,097630 98329,4.9,34,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,15,19,10,https://www.google.com/maps/search/?api=1&query=Rachana%20Caterer%20%26%20Decorater%20Phoolpada%20Virar
Mira Road-Vasai-Virar,131,B,82,Shubharambh Decorators Rental,Event management company,Food & Events,Nalasopara,Nalasopara,095886 25446,5,27,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,14,20,10,https://www.google.com/maps/search/?api=1&query=Shubharambh%20Decorators%20Rental%20Nalasopara
Mira Road-Vasai-Virar,132,B,82,Party Rocks Events,Event management company,Food & Events,Mira Road,Mira Road / Bhayandar,097685 08310,5,23,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,14,20,10,https://www.google.com/maps/search/?api=1&query=Party%20Rocks%20Events%20Mira%20Road
Mira Road-Vasai-Virar,133,B,81,KinderVille International Kindergarten,Education center,Education & Training,Global City Virar,Virar,090296 83204,4.8,102,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,17,10,https://www.google.com/maps/search/?api=1&query=KinderVille%20International%20Kindergarten%20Global%20City%20Virar
Mira Road-Vasai-Virar,134,B,81,Annapurna caterers and Mandap Decorator (Ranglal Maharaj),Caterer,Food & Events,Bhayandar,Mira Road / Bhayandar,098207 69628,4.8,99,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,20,17,10,https://www.google.com/maps/search/?api=1&query=Annapurna%20caterers%20and%20Mandap%20Decorator%20%28Ranglal%20Maharaj%29%20Bhayandar
Mira Road-Vasai-Virar,135,B,81,NAKODA CATERING N DECORATOR,Caterer,Food & Events,Mira Road East,Mira Road / Bhayandar,098679 41820,4.8,95,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,20,17,10,https://www.google.com/maps/search/?api=1&query=NAKODA%20CATERING%20N%20DECORATOR%20Mira%20Road%20East
Mira Road-Vasai-Virar,136,B,81,ANJALI MOTOR TRAINING SCHOOL,Driving school,Education & Training,Evershine Vasai,Vasai,098926 63472,4.8,87,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=ANJALI%20MOTOR%20TRAINING%20SCHOOL%20Evershine%20Vasai
Mira Road-Vasai-Virar,137,B,81,GANESH COACHING CLASSES (WALIV BRANCH),Coaching centre,Education & Training,Waliv Vasai East,Vasai,090967 17064,4.8,87,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=GANESH%20COACHING%20CLASSES%20%28WALIV%20BRANCH%29%20Waliv%20Vasai%20East
Mira Road-Vasai-Virar,138,B,81,Ganesh Coaching classes (Evershine Branch),Coaching centre,Education & Training,Evershine Vasai East,Vasai,072763 88828,4.8,85,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,17,10,https://www.google.com/maps/search/?api=1&query=Ganesh%20Coaching%20classes%20%28Evershine%20Branch%29%20Evershine%20Vasai%20East
Mira Road-Vasai-Virar,139,B,81,Shraddha tours & travels,Travel agency,Retail & Services,Manvel Pada Virar,Virar,087670 57146,5,79,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,19,20,10,https://www.google.com/maps/search/?api=1&query=Shraddha%20tours%20%26%20travels%20Manvel%20Pada%20Virar
Mira Road-Vasai-Virar,140,B,81,Anmoll Tours & Travels,Travel agency,Retail & Services,Shanti Nagar Mira Road East,Mira Road / Bhayandar,091673 00177,5,72,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,19,20,10,https://www.google.com/maps/search/?api=1&query=Anmoll%20Tours%20%26%20Travels%20Shanti%20Nagar%20Mira%20Road%20East
Mira Road-Vasai-Virar,141,B,81,EKVIRA MOTOR DRIVING SCHOOL,Driving school,Education & Training,Evershine City Vasai,Vasai,088550 09419,4.9,71,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,19,19,10,https://www.google.com/maps/search/?api=1&query=EKVIRA%20MOTOR%20DRIVING%20SCHOOL%20Evershine%20City%20Vasai
Mira Road-Vasai-Virar,142,B,81,MODI SIR'S TUITION CLASSES (MSTC),Coaching centre,Education & Training,Swaminarayan Road Mira Road,Mira Road / Bhayandar,099878 48310,4.9,62,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,18,19,10,https://www.google.com/maps/search/?api=1&query=MODI%20SIR%27S%20TUITION%20CLASSES%20%28MSTC%29%20Swaminarayan%20Road%20Mira%20Road
Mira Road-Vasai-Virar,143,B,81,Dr Shinde's Prime Diagnostic Centre,Diagnostic centre,Health & Wellness,Tulinj Road Nalasopara,Nalasopara,096659 38728,4.8,62,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (after morning collection rush),"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,17,10,https://www.google.com/maps/search/?api=1&query=Dr%20Shinde%27s%20Prime%20Diagnostic%20Centre%20Tulinj%20Road%20Nalasopara
Mira Road-Vasai-Virar,144,B,81,Tejas Motor Training School - RTO Consultant,Driving school,Education & Training,Mira Road,Mira Road / Bhayandar,090292 86286,4.9,62,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,18,19,10,https://www.google.com/maps/search/?api=1&query=Tejas%20Motor%20Training%20School%20-%20RTO%20Consultant%20Mira%20Road
Mira Road-Vasai-Virar,145,B,81,Ramjanki Caterers,Catering food and drink supplier,Food & Events,Nalasopara,Nalasopara,088282 91378,5,55,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,20,10,https://www.google.com/maps/search/?api=1&query=Ramjanki%20Caterers%20Nalasopara
Mira Road-Vasai-Virar,146,B,81,Swastik Estate consultancy,Real estate agency,Retail & Services,Anand Nagar Vasai,Vasai,092702 26695,4.8,55,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,17,17,10,https://www.google.com/maps/search/?api=1&query=Swastik%20Estate%20consultancy%20Anand%20Nagar%20Vasai
Mira Road-Vasai-Virar,147,B,81,kartik Cateres and Mandap decorator,Caterer,Food & Events,Zenda Bazar Vasai,Vasai,097654 09003,5,51,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,20,10,https://www.google.com/maps/search/?api=1&query=kartik%20Cateres%20and%20Mandap%20decorator%20Zenda%20Bazar%20Vasai
Mira Road-Vasai-Virar,148,B,81,Aadya Physiotherapy Clinic (Dr.Kiran Vaishnav),Physiotherapy centre,Health & Wellness,90 Feet Road Bhayandar,Mira Road / Bhayandar,089284 31114,4.9,45,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,19,10,https://www.google.com/maps/search/?api=1&query=Aadya%20Physiotherapy%20Clinic%20%28Dr.Kiran%20Vaishnav%29%2090%20Feet%20Road%20Bhayandar
Mira Road-Vasai-Virar,149,B,81,Anmol Property - Estate Agents (RahulRock),Real estate agency,Retail & Services,Chikhaldongari Virar,Virar,085520 37234,4.9,42,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,16,19,10,https://www.google.com/maps/search/?api=1&query=Anmol%20Property%20-%20Estate%20Agents%20%28RahulRock%29%20Chikhaldongari%20Virar
Mira Road-Vasai-Virar,150,B,81,Tavya Events,Event management company,Food & Events,Agashi Road Virar,Virar,097666 84780,4.8,34,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,15,17,10,https://www.google.com/maps/search/?api=1&query=Tavya%20Events%20Agashi%20Road%20Virar
